# pTt1,etat1,phit1,Et1,pTt2,etat2,phit2,Et2,pTh,etah,phih,Eh,ttmass,ttHmass,HT,dphi_tt,,HTb,tmass,Hmass
334.364,-1.27705,5.19784,665.303,157.769,-0.15667,0.629593,235.26,197.295,-0.0924984,3.19502,229.006,596.423,931.507,771.908,1.71494,,426.642,158.53,114.824
94.6834,1.36916,2.28129,263.403,251.236,2.01993,5.93948,979.155,73.8279,0.700187,3.38307,156.812,541.937,774.768,505.007,2.62499,,408.197,173.5,126.495
48.1975,1.84952,4.92936,230.063,78.334,1.87527,2.87602,298.952,89.6019,2.0231,3.09661,362.197,340.309,484.16,329.946,2.05334,,269.021,168.184,111.216
311.621,-0.370321,6.22556,370.104,469.112,-0.556182,4.19359,564.103,56.7561,1.9852,2.20452,251.133,729.052,1105.83,1271.42,2.03197,,338.591,161.033,136.952
42.8251,1.40651,1.45318,195.871,70.2283,0.741779,4.96549,192.025,243.028,0.666952,0.188928,321.317,360.47,579.645,758.412,2.77088,,488.329,172.575,117.37
165.426,-0.179263,3.90515,251.137,92.0755,2.19308,5.55248,446.791,80.7815,0.532355,2.31155,150.979,557.628,719.239,439.091,1.64734,,355.57,186.588,119.324
103.84,-2.10566,6.27401,463.235,168.812,-2.44718,2.35099,994.974,241.942,-0.744274,0.610474,331.344,430.186,767.654,1031.4,2.36017,,445.589,165.353,111.264
81.607,2.21256,3.92342,433.196,167.718,2.46969,5.98933,1012.26,188.621,1.35492,2.51802,414.274,488.29,766.388,594.101,2.06591,,309.374,212.717,139.945
167.89,-0.626441,4.80881,260.297,80.1474,1.18406,1.53974,225.969,126.528,-0.432781,5.68333,178.324,478.012,631.609,448.511,3.01412,,313.084,164.26,112.248
334.817,-1.71793,2.84495,976.858,170.952,-0.365665,5.18319,241.902,168.861,2.32225,5.33383,876.455,699.107,2078.3,936.058,2.33824,,384.767,163.935,111.345
132.098,1.52244,1.20637,359.366,128.481,-0.724614,5.47758,234.818,63.391,-1.54661,0.384901,195.022,546.512,761.515,623.689,2.01197,,148.368,169.014,117.598
278.197,-0.226439,1.25107,318.555,101.743,-0.402848,0.233198,203.088,309.966,-0.27116,0.984056,346.742,378.781,540.089,1127.41,1.01787,,1056.77,141.587,130.046
236.788,0.708947,0.106565,342.971,263.474,1.53843,3.79606,661.679,86.7544,1.82396,5.96117,298.081,633.429,774.173,491.994,2.59369,,429.644,168.319,113.128
214.977,-2.00797,0.861897,833.167,224.299,-1.10524,3.58803,413.756,176.207,-0.662464,3.70919,249.113,602.827,849.135,763.159,2.72613,,457.096,172.897,123.566
167.446,0.854729,4.73674,291.894,121.876,1.01607,2.5779,249.51,120.644,-0.239032,5.44745,177.646,422.295,634.391,593.663,2.15885,,286.335,176.578,127.104
336.981,1.30589,5.02155,681.807,379.46,0.200162,1.62883,422.97,282.303,1.20032,4.85442,526.347,885.821,1196.95,745.178,2.89047,,644.982,138.723,124.995
358.25,0.208238,4.87229,401.178,59.175,1.00165,1.25558,211.483,305.131,-0.7488,2.07994,418.45,510.132,1022.59,1517.95,2.66648,,697.837,164.178,138.834
187.213,-0.679255,4.51851,287.215,123.387,-2.62773,0.632069,877.274,133.785,-2.22151,1.58831,637.065,605.102,832.606,407.59,2.39675,,292.068,169.196,127.948
129.939,2.01525,0.213911,531.065,59.7938,2.22655,2.57259,344.749,69.5475,-1.31437,3.70285,190.486,437.204,857.941,682.931,2.35868,,411.216,189.512,130.477
138.614,-1.07401,1.87986,277.116,116.782,2.02649,5.91935,479.547,111.184,0.93602,5.7905,210.63,703.031,874.966,411.908,2.24369,,212.501,159.595,132.724
350.988,1.6781,4.37175,987.804,208.277,1.52438,1.85054,528.035,100.297,2.13837,4.81502,448.762,627.226,776.578,1095.29,2.52121,,292.331,172.604,123.437
160.276,0.919524,5.97663,287.702,160.162,0.594024,5.84717,253.63,202.77,1.07104,5.9938,358.453,343.447,504.996,519.914,0.129455,,389.96,168.845,138.484
17.0473,-3.67386,2.54219,376.528,66.4232,1.2421,2.42823,209.32,53.0465,0.836727,2.73199,135.458,532.222,685.159,292.123,0.113955,,215.282,169.778,114.281
247.701,1.94429,1.45821,899.997,332.349,1.27807,2.44383,662.335,416.594,0.719303,5.40728,543.158,472.821,1199.59,999.421,0.985623,,654.873,172.682,122.8
539.183,-0.300224,6.08716,589.676,652.387,1.37976,3.09702,1392.35,197.792,1.72542,3.92214,586.8,1674.91,1990.7,1118.64,2.99013,,932.503,173.203,126.942
52.0597,-2.20656,1.04037,285.325,39.3572,-2.56355,5.11517,307.849,83.6907,-1.72323,2.98702,276.295,335.159,493.249,509.16,2.20839,,268.497,155.341,133.485
127.518,1.30084,0.470716,306.582,104.226,-1.59694,3.23021,323.135,114.977,-1.52559,4.23749,300.632,627.044,883.983,450.434,2.75949,,363,175.315,117.243
171.833,1.62603,1.44385,491.758,117.697,1.4011,6.07654,299.805,106.453,1.15575,3.83257,223.665,413.904,622.058,601.603,1.6505,,297.049,189.755,124.477
152,0.901316,4.02784,275.661,68.533,1.36529,1.93825,219.943,142.921,-1.72414,2.21682,436.208,385.681,900.334,677.836,2.08959,,314.149,168.671,138.994
260.459,1.93451,3.72871,933.998,134.002,1.2892,0.208768,294.748,212.558,1.79229,0.911308,668.271,512.828,780.868,647.197,2.76324,,511.38,160.583,128.933
61.7421,1.62316,1.72824,233.559,10.4849,2.48914,6.24167,182.258,55.8904,2.45923,5.73634,348.514,351.865,540.231,344.764,1.76975,,241.574,167.684,114.317
20.0322,-0.117898,1.43959,150.521,49.7908,-1.4834,0.964685,219.587,73.4155,-1.55553,5.25414,220.236,347.84,519.081,395.625,0.474902,,271.164,149.163,124.522
185.432,0.673928,0.700315,257.809,173.836,-1.58686,4.26666,462.622,167.001,-1.25123,3.63879,336.265,662.512,896.953,364.119,2.71684,,278.667,118.113,115.795
305.091,-0.490992,1.41008,400.692,260.706,-1.34058,4.11239,558.978,66.6723,-1.10382,3.06257,158.677,720.855,843.802,948.545,2.70231,,412.646,207.778,112.815
54.9706,2.31907,2.11723,329.653,244.731,1.67061,1.23638,695.016,223.504,1.79262,1.84614,699.131,390.474,552.379,795.539,0.880852,,546.689,170.518,114.449
234.904,0.900437,5.44602,379.243,62.7301,-0.606916,1.60619,157.801,185.701,1.35173,0.488232,402.076,459.939,701.914,729.86,2.44336,,429.905,174.439,122.96
102.685,0.0089041,0.254245,201.399,187.24,-0.228648,3.90137,251.005,174.92,0.104519,6.24488,208.332,436.947,636.216,865.314,2.63606,,389.481,173.252,111.668
119.309,1.01369,6.22946,285.227,190.187,0.683569,3.86596,284.519,98.1807,0.864607,2.64164,179.205,475.788,630.896,533.949,2.3635,,233.894,216.203,115.258
181.233,0.542794,1.7527,278.902,73.8943,1.13252,0.0640371,188.793,149.054,1.46196,4.94285,362.67,375.677,649.646,450.873,1.68866,,345.469,185.136,129.357
111.328,2.00992,6.11789,455.117,159.218,-0.675646,0.137897,255.319,203.41,-0.0811785,3.00985,234.336,589.812,900.808,574.613,0.303194,,315.861,168.275,115.171
81.7626,-1.77761,3.38647,292.068,121.948,1.10531,5.62758,262.343,51.246,-1.95872,2.09743,220.746,541.448,732.322,511.092,2.24111,,297.536,153.053,119.991
232.312,0.152513,3.16427,290.254,473.947,0.718085,0.989523,626.883,317.817,-0.0171981,4.46555,336.858,723.074,1184.42,1174.83,2.17475,,623.76,170.333,111.516
3.94614,-2.28164,3.14823,188.446,225.743,-0.180485,1.35503,287.128,229.086,2.23133,3.46553,1085.81,414.702,1182.25,769.153,1.7932,,458.14,187.432,121.86
166.384,0.516942,1.14142,250.108,105.531,1.04075,2.80407,240.8,153.336,-0.989198,5.23886,266.952,395.857,753.286,480.956,1.66265,,302.501,163.674,127.24
199.976,-0.972433,1.50268,345.369,250.434,-1.08113,1.54177,446.208,61.7935,-0.245294,0.52091,130.007,343.084,538.08,1050.96,0.0390844,,532.48,167.167,113.353
34.0391,1.59031,3.00334,191.679,294.046,-1.24453,0.334164,665.681,89.3828,-2.14026,4.29782,406.254,717.45,985.582,790.303,2.66917,,454.698,170.821,129.067
66.2697,-1.33433,3.39985,224.208,58.1354,-2.65961,2.62963,450.512,60.8077,-2.37033,4.03462,349.253,400.685,544.327,406.228,0.770218,,217.447,179.345,119.445
169.662,1.69753,4.67606,508.603,66.353,2.95298,0.0385108,658.829,377.338,-0.543771,1.97279,452.781,401.627,1354.45,884.125,1.64564,,611.351,171.686,127.317
75.2379,0.34724,3.59996,192.838,21.3356,0.414773,5.05242,147.182,119.193,1.6548,1.6804,346.452,328.39,590.429,540.542,1.45246,,365.292,175.543,124.776
200.252,0.920132,0.962818,333.327,136.871,1.49674,4.95413,360.268,138.64,1.57644,5.49426,370.446,454.591,625.117,860.639,2.29187,,390.935,162.244,122.29
63.4336,-3.49309,3.92492,1057.69,55.848,-2.20828,5.9969,306.709,181.804,-1.92664,4.52574,650.064,430.805,612.111,719.515,2.07198,,361.855,169.362,127.651
184.922,1.28435,4.13287,430.607,132.806,-0.987672,1.4874,262.747,98.6129,0.53534,0.438728,169.88,669.422,837.025,318.174,2.64547,,209.431,236.885,126.772
179.133,1.68188,0.182389,525.707,78.1425,0.638699,3.58252,194.78,180.477,-1.92969,3.92592,647.304,489.34,1358.58,454.691,2.88305,,323.627,168.007,127.563
183.653,-0.106058,3.4071,254.726,77.1388,2.3377,0.0567738,436.635,299.439,0.316584,0.716969,333.649,569.615,887.76,779.252,2.93285,,707.708,175.43,111.206
186.564,1.68212,4.47925,534.978,193.794,-0.147428,0.993547,262.01,216.685,-1.0962,2.60535,377.9,650.672,1152.66,968.111,2.79748,,550.746,130.091,113.518
130.264,0.31256,3.45925,219.895,45.3041,-3.06953,5.23465,516.374,142.705,-0.682681,2.52831,209.242,571.99,737.231,681.421,1.7754,,365.081,172.257,111.163
33.0483,-1.84773,2.03084,187.459,53.3041,1.16194,3.23547,201.967,96.4726,0.115649,1.9471,152.377,381.853,519.255,425.819,1.20463,,361.55,153.603,117.417
65.9391,1.48083,4.59814,207.454,99.5622,1.46803,3.80492,291.518,51.1365,0.342512,6.15054,141.32,329.378,511.212,1017.4,0.793222,,389.117,140.696,130.527
288.106,0.802346,6.14685,418.354,261.209,0.77755,3.60715,381.221,94.9737,0.925222,5.23264,189.22,617.103,756.434,704.95,2.5397,,412.902,161.501,128.81
82.4745,-1.07857,4.75699,214.595,148.424,-0.174717,5.7615,206.164,98.3023,-0.687805,5.32505,185.574,342.495,483.019,880.811,1.00451,,382.639,166.583,139.409
25.5451,1.92969,0.0211628,195.8,148.991,-2.21747,3.99005,711.74,107.739,-0.441211,1.59034,179.921,676.679,876.672,439.626,2.3143,,247.49,173.981,135.476
208.57,1.22973,1.90775,419.672,117.206,2.55047,4.23464,774.012,269.026,0.243938,5.81791,306.543,500.907,969.141,745.951,2.32689,,485.902,161.922,131.151
94.3437,-1.50523,2.6925,281.05,71.1535,-0.244999,5.07132,168.289,119.686,-0.625411,2.06755,195.148,386.523,552.854,455.774,2.37882,,302.443,171.072,131.854
45.1102,-2.04918,0.615544,255.239,167.256,1.64319,3.20435,473.402,80.3583,-0.828328,5.09724,159.944,673.895,864.476,566.711,2.5888,,289.784,182.959,116.547
63.4822,2.16361,4.84455,323.209,135.979,1.7354,1.61348,434.831,76.9131,-0.515362,3.91574,142.197,389.562,664.514,621.406,3.05211,,364.409,161.661,112.201
428.158,0.903417,4.79672,638.946,138.589,-0.432268,4.9614,219.445,595.789,-0.734132,1.66693,771.929,522.471,1627.01,1221.12,0.164679,,1065.16,172.955,112.545
332.28,-0.223942,4.00602,377.712,200.652,-1.92434,1.03416,722.72,133.053,0.738296,0.531817,206.323,795.412,1139.07,695.961,2.97185,,447.415,163.176,115.459
93.1901,0.0318705,4.12977,167.488,238.359,-0.787753,5.66837,372.433,211.736,0.322661,2.42313,262.293,427.353,786.903,529.947,1.53859,,434.101,139.137,138.325
292.343,1.50716,3.71762,715.51,135.185,1.52687,4.45287,363.604,211.432,1.60634,3.52386,559.571,385.371,528.015,1294.07,0.735253,,680.71,181.218,112.461
323.613,-0.887514,3.16551,473.03,294.863,-0.856921,0.31032,442.567,279.952,-0.47235,3.75196,334.359,675.407,960.277,894.327,2.85519,,430.927,111.698,120.817
57.3198,1.61581,6.15294,214.32,202.276,1.37874,0.753142,460.903,80.808,0.889588,5.34145,170.925,363.66,540.941,597.806,0.883387,,469.531,153.167,126.501
93.9824,-1.31423,5.9146,246.405,106.024,-1.55493,3.51482,313.138,73.2482,-0.741936,5.45475,166.737,382.159,544.961,361.048,2.39978,,232.78,159.847,137.475
81.4164,-0.175931,3.33688,207.103,241.969,-0.169708,5.5626,291.839,146.41,-1.15444,4.23819,282.455,452.401,667.658,833.439,2.22571,,419.16,189.883,120.84
136.934,-0.685623,5.50021,228.729,228.712,-0.625634,0.684113,325.804,59.2663,2.47476,1.91686,377.74,406.737,885.8,413.314,1.46709,,222.045,152.582,130.443
33.1294,3.24862,3.24274,463.308,43.0023,2.97819,5.08886,454.729,117.28,2.51163,1.73731,737.547,349.982,532.826,551.83,1.84612,,259.468,179.166,121.374
218.238,-0.474908,1.11128,426.592,195.63,-1.73945,4.42125,673.02,151.202,-0.777478,3.62897,240.006,887.876,1085.38,339.509,2.97322,,291.719,350.399,133.8
91.8569,0.947419,4.02593,220.24,115.274,-0.445983,2.86691,212.933,97.6635,1.61362,3.99396,290.4,393.929,613.31,470.17,1.15903,,322.279,173.029,139.122
66.0047,-2.55917,6.21079,460.994,112.442,-2.47466,2.81074,691.449,62.0534,-2.02883,1.29461,270.993,379.231,526.956,560.196,2.88314,,220.316,168.464,125.762
623.55,-0.308733,1.51256,682.562,490.886,-0.206493,0.93048,521.998,142.092,-0.290536,1.73876,196.788,470.322,646.607,2021.86,0.582075,,873.4,197.036,129.548
238.047,-0.195768,3.4731,298.723,83.4835,-1.16629,1.02675,298.46,126.774,-1.19676,2.26814,256.965,543.438,723.474,771.836,2.44634,,428.13,174.268,116.723
123.275,0.347603,5.02814,216.489,175.362,-1.08183,1.32999,331.227,126.531,1.36427,2.0391,286.026,506.405,815.414,779.008,2.58504,,441.064,172.509,110.744
72.8662,-0.378265,6.16279,185.295,444.88,0.195369,5.85754,480.536,147.181,-0.986148,0.885288,251.494,418.04,705.262,1402.6,0.305254,,489.504,168.013,112.881
27.5934,-1.91544,2.60323,175.346,71.6497,-1.23413,2.28463,206.2,79.2046,-1.09787,0.0813944,183.14,306.908,466.09,568.809,0.318602,,252.991,146.921,127.024
231.833,1.13809,3.7984,469.066,82.7797,-0.755017,6.25946,162.751,73.1839,-0.671841,6.15779,142.678,550.355,731.102,794.873,2.46106,,480.236,246.791,110.442
104.705,-0.953246,1.2317,232.59,149.492,0.516994,2.92854,265.691,62.7841,-1.57651,4.10434,201.272,466.576,654.997,397.202,1.69683,,266.343,172.526,124.222
75.9831,0.838421,1.82395,217.896,35.7366,2.16777,4.10687,232.692,97.4698,0.769538,5.57272,185.322,385.564,554.837,502.031,2.28291,,260.132,191.316,134.223
187.598,0.22487,5.84939,236.454,33.1223,-1.68779,1.9918,189.931,59.3421,-0.966436,6.21668,152.262,391.099,522.698,694.354,2.42559,,384.677,137.506,123.34
171.592,1.05409,5.0604,323.892,141.307,1.9822,1.29181,549.964,83.999,-1.88022,1.99686,313.876,485.743,1096,760.037,2.51459,,250.704,169.367,138.407
257.048,0.970736,1.69344,425.104,67.6577,-1.13829,4.0698,195.21,66.886,-0.454445,4.43234,155.285,548.516,740.043,786.111,2.37637,,457.323,173.754,136.567
89.4724,-0.49506,6.14604,200.585,223.192,-1.64524,3.92078,619.891,55.4718,-1.59479,3.33916,183.152,525.52,648.609,415.489,2.22526,,272.601,173.497,115.314
190.864,-1.03769,3.41148,349.016,259.355,-1.23195,5.85618,507.437,81.1124,-1.35809,0.0709876,213.515,541.522,693.178,681.413,2.4447,,368.785,172.896,131.593
284.144,-1.08493,5.89349,498.528,205.901,-1.50022,2.45694,519.435,77.9295,-2.05183,2.69125,336.691,606.174,774.975,478.628,2.84664,,271.905,170.588,135.469
105.562,1.9577,1.09964,417.239,131.937,2.69603,4.05895,996.694,160.869,1.48174,1.40533,392.527,450.984,659.267,394.614,2.95932,,298.353,169.402,124.566
57.3738,-2.81897,0.754153,513.407,23.655,-3.41078,0.515515,391.288,58.6058,-2.95951,5.75189,582.438,333.986,486.463,349.371,0.238638,,225.788,175.464,134.359
134.158,-0.487101,2.5906,222.516,94.3907,-0.0502556,2.98544,197.564,54.0243,-1.39701,5.62837,163.93,347.699,529.649,453.771,0.394838,,407.361,164,115.939
15.7447,-3.25148,1.72349,273.283,15.5686,-2.36318,4.56934,166.792,85.08,-1.46121,3.58017,226.899,335.292,476.074,323.526,2.84585,,199.023,182.254,118.878
455.838,0.621269,4.04283,573.691,229.224,-1.21623,1.5762,453.025,62.6038,0.66811,1.11015,156.392,976.917,1152.74,703.458,2.46663,,358.082,173.974,136.064
41.6766,2.12199,2.79186,232.04,111.332,-2.12294,2.38746,501.917,112.845,-0.816364,5.90064,204.315,658.525,851.995,453.962,0.404391,,332.789,150.692,135.88
200.528,-0.736117,2.94928,310.331,216.863,0.180905,4.98042,280.863,73.2121,-0.6207,3.29159,159.58,534.844,675.859,766.088,2.03114,,334.138,173.416,133.273
73.4934,1.83682,0.530854,301.23,155.258,-0.686049,3.86256,261.56,52.8439,-0.796704,1.89304,146.256,545.526,702.601,413.917,2.95148,,255.201,186.571,128.131
135.685,1.59759,4.51676,390.96,287.949,1.65562,0.355568,797.311,329.859,1.47793,0.340771,772.541,503.506,725.995,921.328,2.122,,510.986,176.314,135.019
141.718,-0.794232,3.58658,249.558,167.775,-0.114697,0.981194,259.407,111.962,-1.72414,4.47171,348.048,480.564,727.388,378.356,2.60539,,378.356,163.181,127.359
264.456,-0.374944,3.69108,331.715,262.588,-1.13466,0.685604,484.541,200.121,-0.71435,3.64749,286.547,668.071,885.612,496.399,3.00548,,457.84,172.616,133.8
50.733,-0.503928,3.43724,178.223,125.571,-0.310278,0.699544,217.263,255.649,-0.298273,0.529622,293.741,381.305,586.832,647.892,2.7377,,590.058,168.756,122.221
197.804,-0.535244,2.6317,267.213,87.3453,0.893633,5.17058,241.425,99.9475,-0.569016,2.76891,181.888,489.83,644.615,410.74,2.53889,,289.49,141.263,139.624
104.46,0.444089,4.64025,204.852,69.8166,1.42419,5.50107,200.139,227.545,-1.20221,3.06636,427.416,323.519,783.959,481.694,0.860825,,392.051,169.574,110.942
199.452,1.6614,4.64452,575.784,24.8426,0.493816,5.72354,166.996,79.9351,0.493615,0.236101,160.595,487.052,676.481,699.201,1.07902,,239.618,188.195,133.092
151.491,2.209,1.84726,712.516,379.82,0.176779,3.89138,497.917,341.001,-1.55334,0.247934,850.999,888.512,2061.09,879.363,2.04412,,717.18,142.595,123.002
388.884,-0.0859245,4.63001,426.684,162.028,-1.76739,1.57392,517.982,378.183,-0.00598407,4.68097,397.715,772.289,1090.63,963.096,3.05609,,629.232,172.364,123.086
218.622,1.70052,0.642354,642.403,196.832,1.30924,1.6966,426.871,103.786,-1.96099,4.77405,396.383,417.285,1328.84,883.375,1.05425,,338.884,173.127,125.256
244.613,-0.666065,0.449453,344.772,202.142,0.327077,3.47103,273.074,134.728,-0.080717,1.09665,189.075,606.273,776.506,597.68,3.02157,,318.97,168.29,132.21
105.505,-0.579083,3.14517,218.953,165.828,0.500194,5.53901,278.916,64.2004,-0.523126,0.878276,139.262,484.171,631.23,490.258,2.39384,,229.139,180.665,118.48
78.8012,1.7802,5.97252,292.604,152.241,1.50883,2.5553,399.016,91.489,1.14261,3.76278,199.397,405.834,557.84,850.351,2.86596,,370.925,166.909,121.638
193.079,-1.91067,4.17957,688.277,100.385,-0.202867,0.855322,189.967,209.86,-0.352792,0.64733,250.27,572.999,845.551,522.94,2.95893,,412.586,171.132,113.495
133.999,1.12589,4.05426,286.054,185.899,0.188769,0.0726153,249.004,115.409,1.77872,4.21697,373.624,467.515,693.432,517.226,2.30155,,394.655,172.37,126.705
206.332,1.43689,2.81467,489.297,187.717,2.10749,0.0614782,798.007,103.111,0.274777,4.44431,163.267,530.33,815.275,420.201,2.75319,,234.531,170.588,123.293
163.249,0.0821936,1.94085,238.884,86.6544,0.591103,2.50316,205.74,115.014,1.1593,0.478055,243.252,367.441,593.529,698.367,0.562307,,444.139,173.882,136.483
388.731,0.634486,2.0227,501.211,391.066,-2.23299,5.043,1852.74,54.4515,2.75764,2.19535,445.229,1780.21,2567.64,986.341,3.0203,,734.057,175.08,112.132
78.7126,-0.830063,1.71784,202.321,22.1235,-3.26146,3.66911,319.235,75.3018,-1.79732,2.82411,267.437,368.951,514.776,493.705,1.95126,,307.855,171.447,130.554
179.949,-0.357593,0.63808,247.765,167.675,0.163517,1.86148,248.864,166.662,0.87626,1.92402,272.661,405.144,627.819,898.043,1.2234,,354.907,157.118,138.532
62.8005,0.473516,1.41111,184.295,138.485,-0.208246,1.79295,220.528,105.635,1.25077,4.6187,234.483,353.008,608.305,656.899,0.381838,,411.866,170.494,123.03
223.098,-0.00986671,4.21809,282.648,206.409,-1.56988,1.41513,541.286,109.659,-0.888873,2.41041,206.263,667.893,827.881,578.657,2.80295,,291.564,173.528,135.044
63.9744,2.81466,3.10755,560.117,112.769,-0.440483,2.95316,218.397,62.215,2.15778,2.07039,305.961,586.572,755.975,477.638,0.15439,,307.636,163.569,138.664
87.9488,-1.89249,1.91861,341.036,74.3737,-2.39199,5.1146,438.212,86.8932,-1.72869,4.0309,278.454,364.814,506.287,431.498,3.0872,,231.13,165.052,117.478
114.119,-1.66633,3.34591,356.978,117.136,1.71387,0.943829,374.921,53.3997,-0.975635,5.49477,139.773,726.733,870.193,420.903,2.40208,,323.676,172.052,113.985
61.0921,0.911641,3.38399,193.9,65.633,-1.72597,1.45518,252,167.904,-0.454807,2.4299,226.082,424.76,596.94,440.236,1.92881,,299.052,172.635,129.137
243.516,-1.22955,1.38315,475.609,99.5993,0.276414,0.44356,292.878,129.467,1.18474,4.69563,263.29,606.793,998.81,758.845,0.939589,,236.315,148.048,125.482
105.053,1.90983,6.22045,395.086,103.182,1.83818,2.14392,377.789,223.768,1.46011,6.01195,522.407,386.087,596.47,557.498,2.20666,,397.4,157.276,122.673
663.243,-0.313464,1.37221,714.308,192.111,-1.96982,4.63306,722.263,366.589,-2.00456,4.83565,1389.71,1026.61,1736.02,1380.34,3.02233,,1213.52,160.27,111.206
43.936,-1.04444,4.46581,189.525,137.82,1.44261,5.09288,346.813,74.552,-1.64867,0.931094,238.101,456.347,760.997,563.607,0.627077,,296.478,176.061,127.627
99.7869,2.39312,1.21087,577.417,115.119,0.944897,5.45913,228.71,213.229,1.01652,4.31475,353.185,437.666,674.644,573.998,2.03493,,338.657,173.383,117.086
391.73,-0.258349,5.313,439.155,156.955,-1.55552,0.514875,416.108,95.6165,-1.56025,1.56338,272.416,577.491,815.275,1149.05,1.48506,,590.127,170.096,133.233
142.143,0.0582909,2.86585,237.39,298.838,0.0321668,5.21028,346.471,102.315,-2.09001,5.11664,442.166,538.912,893.259,873.09,2.34443,,278.669,189.949,138.445
217.404,-1.50903,1.68941,542.603,49.8563,-2.60438,3.11103,377.645,316.672,0.739,3.34529,426.86,386.51,1159.03,1169.75,1.42162,,531.032,168.976,128.212
143.272,-1.01485,2.57383,277.164,74.0597,-0.292195,1.28633,175.083,72.8434,-0.962351,3.03611,156.156,367.551,490.394,804.952,1.2875,,248.345,163.771,111.566
105.406,-0.244089,4.21802,197.149,115.869,1.72794,0.894917,388.109,118.125,2.20841,0.221327,555.241,507.946,779.33,422.696,2.96009,,304.849,164.566,111.006
174.002,1.51466,0.88791,451.589,65.5168,1.21263,5.78695,216.168,115.145,1.31681,5.35338,258.017,423.824,586.225,1015.86,1.38414,,445.795,178.53,116.416
142.917,-1.43826,4.4256,353.193,236.989,1.89953,4.25512,827.37,338.799,1.17232,1.34768,613.715,1005.12,1498.21,918.101,0.17048,,570.505,153.606,131.201
80.413,-1.46624,5.77988,259.506,131.564,0.280373,2.49091,208.1,64.0226,-0.956538,6.12175,151.732,446.697,585.126,431.176,2.99422,,305.025,183.507,117.815
86.6786,-0.468028,0.53023,186.699,163.094,0.00948188,1.9426,228.593,68.1582,-2.02777,2.81615,291.101,363.666,601.879,509.946,1.41237,,321.511,159.919,123.958
113.677,-0.833381,4.79266,221.909,32.4531,-0.888977,4.32949,168.593,141.779,-0.535234,3.42726,196.806,335.596,494.22,559.14,0.463171,,278.679,158.324,110.912
104.032,-0.219231,2.26211,193.227,19.4458,1.76453,0.907395,162.947,352.232,-0.382727,5.11964,397.935,337.284,705.852,858.016,1.35472,,486.47,161.2,123.316
479.145,1.71639,5.46193,1379.51,165.334,-0.535298,1.27395,246.439,267.598,0.588698,1.17639,334.57,1016.24,1323.62,1345.1,2.09521,,607.388,96.4015,111.839
203.029,2.06036,2.54013,829.298,266.748,-0.419705,5.56892,339.163,158.192,1.83692,2.35505,522.339,955.817,1233.66,640.383,3.02879,,570.242,179.249,116.856
100.83,-2.03764,1.67972,428.709,259.079,-0.82958,3.06199,391.221,109.397,-2.23737,2.37358,531.839,447.171,629.842,890.224,1.38228,,364.7,170.42,119.271
302.22,-0.133221,4.53447,340.747,44.7347,1.07347,3.13534,185.69,76.2236,-0.197546,3.05203,136.823,422.938,570.334,1118.76,1.39914,,616.485,152.123,112.609
204.144,-0.0131007,0.647653,265.448,81.0779,-1.06138,1.7845,196.945,182.822,0.0918084,0.635232,227.826,374.756,534.902,770.105,1.13685,,572.043,169.648,134.901
138.079,-1.10435,2.4259,283.913,217.447,0.966711,5.14454,365.995,106.659,0.67438,5.42924,178.757,638.199,793.547,386.361,2.71864,,317.964,164.793,120.71
301.528,-1.29416,6.27777,611.172,129.738,-1.3186,3.53697,314.979,74.1618,-1.82309,0.797273,269.492,532.541,677.083,774.901,2.7408,,237.847,154.562,130.917
102.031,1.55145,4.31231,306.7,118,-0.120515,2.71863,205.106,126.829,1.12069,0.119391,249.309,437.791,652.867,365.879,1.59368,,295.217,175.505,125.929
404.147,-0.0159924,5.23087,435.202,103.249,0.356319,5.45521,206.239,529.37,-0.415852,2.16532,588.539,393.852,1214.01,1079.26,0.224339,,807.987,161.32,121.762
201.043,-1.20428,4.69027,402.676,123.33,-1.74208,1.84815,398.091,104.962,-1.70787,1.07569,323.378,464,636.706,464.883,2.84212,,252.764,169.374,123.029
117.96,-1.93252,0.850365,455.043,82.645,-0.543846,2.69794,170.339,95.774,-1.32943,0.284199,238.799,420.413,581.023,422.507,1.84757,,316.627,184.618,139.755
64.5532,2.01385,3.84902,300.687,194.33,-0.337454,3.18834,263.721,187.953,1.0484,5.79819,324.71,477.162,775.026,620.972,0.660689,,389.27,172.726,121.65
215.296,0.865073,2.65986,337.917,84.9768,-1.49466,6.09909,264.845,131.156,-2.02259,5.44195,520.462,586.345,1026.01,416.676,2.84395,,282.859,153.569,128.671
327.126,-1.46868,0.478664,765.421,241.287,-0.905681,3.05199,378.405,103.235,-2.03443,4.10696,422.383,652.128,853.237,752.144,2.57332,,383.124,161.935,131.122
350.438,-0.00450499,0.892667,376.445,190.893,1.01086,1.7015,321.425,126.762,-0.798211,4.56822,207.162,429.361,813.348,1591.81,0.808831,,655.798,137.484,119.34
78.8347,-2.32262,2.85484,441.401,109.943,-2.76866,2.89823,897.294,92.093,-2.25717,0.0707488,465.062,375.786,575.674,422.732,0.043392,,302.551,173.168,135.644
135.267,0.333656,0.117114,223.514,29.7057,-0.896566,0.581947,166.825,309.239,0.282918,6.25695,340.657,354.621,551.005,1039.42,0.464833,,542.136,171.894,112.063
20.1443,0.64755,2.50832,155.137,148.586,-1.12135,2.54842,305.224,294.499,0.689612,1.58081,388.252,383.972,739.798,1005.9,0.0400925,,394.397,153.187,125.688
