# pTt1,etat1,phit1,Et1,pTt2,etat2,phit2,Et2,pTh,etah,phih,Eh,ttmass,ttHmass,HT,dphi_tt,,HTb,tmass,Hmass
69.3555,1.69822,5.37806,262.062,479.819,0.448328,1.0872,546.593,180.212,0.27277,0.855172,232.221,530.716,687.201,965.816,1.99232,,357.871,174.143,137.744
127,-1.07997,3.68161,271.75,183.59,-1.08126,0.624453,345.972,68.2485,0.820331,3.23968,146.887,462.862,682.147,1242.65,3.05715,,319.87,174.231,114.08
157.268,-1.03888,1.69764,302.676,120.104,-1.61702,5.25118,431.876,195.36,-0.757695,1.40827,287.48,547.519,747.922,443.474,2.72965,,388.541,170.554,134.317
505.656,-1.02812,0.792852,816.906,309.338,0.131624,3.17062,353.763,276.546,0.204898,3.04067,307.218,955.882,1311.07,1254.98,2.37777,,527.147,177.951,121.034
88.753,-0.813974,1.17968,187.959,45.7047,3.34889,5.19843,670.037,114.899,0.30195,4.50385,175.208,638.144,834.276,483.432,2.26444,,375.198,144.821,127.497
201.296,-0.530499,1.87337,288.146,73.1792,-1.5529,2.59472,257.492,309.85,-0.335837,4.9954,354.989,391.133,811.531,712.649,0.72135,,531.303,173.187,136.999
274.683,-1.76828,3.10817,840.516,60.6043,-1.8884,3.87384,259.473,139.419,-1.83198,1.82719,464.786,389.866,589.754,800.313,0.76567,,369.779,142.442,128.802
79.2349,-1.93536,4.72649,351.107,54.6579,-2.32033,1.01981,336.602,100.45,-2.00458,0.726878,403.95,418.151,592.48,435.886,2.5765,,277.76,211.665,138.168
144.106,1.34762,3.55926,344.291,188,-1.74953,2.26829,580.392,93.0488,0.812018,6.05837,179.098,844.584,1074.69,496.317,1.29097,,283.478,175.84,127.823
222.619,0.300457,1.37562,264.997,224.51,-0.598257,4.88102,369.773,271.181,-0.405037,4.58375,314.156,625.161,888.421,551.036,2.77778,,422.12,126.705,111.428
156.032,-2.35878,1.23854,849.815,66.6868,-2.44607,1.68767,418.751,157.512,-1.92398,1.70508,567.901,349.344,500.415,993.635,0.449135,,317.101,170.05,138.184
98.0522,1.06518,1.24032,206.132,46.7595,1.64703,4.08378,206.602,118.796,0.549424,1.67508,183.373,329.612,478.24,482.363,2.84346,,356.96,131.015,121.683
145.826,-1.41384,0.968608,355.471,340.607,-0.144062,4.49363,383.271,120.17,-1.49581,1.06642,308.692,625.16,858.952,827.619,2.75817,,679.792,159.793,126.419
131.697,-1.43156,1.31626,330.791,52.832,2.17498,5.2862,281.683,95.3042,1.28906,5.1245,216.5,602.89,812.658,345.154,2.31325,,177.857,156.693,110.668
125.327,-1.13294,1.42073,274.265,155.006,2.44172,0.320377,905.473,90.5725,2.18098,0.22349,424.803,911.533,1118.32,575.001,1.10035,,384.72,170.612,124.586
53.8501,2.1245,5.11663,283.823,48.4023,2.82329,3.52769,447.115,102.318,0.938148,0.798602,187.099,367.01,542.912,406.393,1.58894,,245.588,168.291,110.826
201.669,-1.32208,2.67453,437.725,116.612,-1.06601,5.76132,261.575,167.553,0.208583,0.793281,211.912,480.744,767.527,792.4,3.08679,,422.253,165.743,124.874
144.449,1.0817,5.68601,288.693,231.495,1.79445,2.69359,736.474,118.099,0.962209,6.06776,214.718,541.53,735.686,307.944,2.99243,,229.617,164.089,121.376
182.784,0.451653,1.42026,272.998,117.871,-1.12555,5.11265,262.155,75.3904,1.20064,3.5578,176.491,519.476,709.457,326.908,2.5908,,230.378,183.919,111.782
172.154,1.72047,3.40406,527.321,198.444,-1.80464,0.113461,643.244,97.7741,-2.06272,5.12472,409.524,1163.65,1493.21,885.484,2.99259,,401.602,178.111,122.341
153.617,-0.666557,1.55258,242.216,98.2556,-1.07965,5.2899,231.629,167.528,0.593329,1.02633,240.764,399.482,653.066,713.411,2.54587,,316.471,151.453,137.135
161.077,1.28055,4.23906,356.484,150.197,1.42579,0.578372,368.878,50.1302,1.51906,2.24,166.691,451.587,587.124,434.446,2.6225,,280.013,172.068,115.716
203.584,-0.595852,6.06363,292.591,262.577,-1.02175,2.58561,446.303,194.486,-1.02976,2.36409,327.421,580.952,768.025,842.963,2.80516,,395.159,166.198,113.706
219.838,1.16034,3.39924,422.911,146.111,0.365485,0.538522,230.667,76.718,0.985823,3.21042,182.366,530.697,678.806,446.645,2.86072,,283.438,174.569,139.79
180.734,-0.650033,5.24573,277.756,243.614,1.55717,3.88664,625.489,413.322,0.529132,1.2763,489.561,723.537,1226.22,846.531,1.3591,,700.19,169.186,127.947
24.7139,-2.05616,1.32812,188.291,128.723,0.594186,3.60476,223.345,63.0604,-1.86608,1.90769,249.862,395.218,612.119,470.156,2.27664,,224.439,160.68,137.454
129.15,-1.02784,1.33204,257.784,152.35,1.35722,6.2416,355.328,135.44,0.764164,0.454547,211.754,560.492,708.232,815.316,1.37363,,661.391,158.124,116.317
49.4534,2.5737,2.90999,362.697,231.129,-0.780466,6.07005,343.111,79.4413,-2.08148,4.69943,348.658,670.818,1015.26,496.17,3.12313,,253.461,158.653,130.365
38.1098,2.57128,6.18511,303.72,265.02,1.70116,2.10083,769.397,237.32,1.40945,1.39113,531.076,435.383,617.922,720.975,2.1989,,667.134,171.387,130.682
129.885,0.03754,1.2059,213.125,147.748,1.26258,5.73748,330.737,51.6384,-1.26242,2.41596,163.007,451.575,670.454,449.295,1.7516,,314.093,168.904,129.843
48.8021,1.10978,0.295292,192.258,56.7441,-3.3695,3.84908,842.933,78.1002,1.45014,3.40674,211.527,705.032,1089.46,386.945,2.7294,,204.54,173.862,117.849
532.909,0.927826,2.37471,798.973,112.36,-2.13753,5.88199,513.141,351.224,0.425335,5.85784,402.445,1235.76,1685.68,1325.48,2.77591,,771.324,176.544,122.1
65.9262,1.78774,2.64937,259.355,182.328,0.447942,1.17496,258.473,160.454,1.26898,2.03478,334.861,390.028,561.9,678.999,1.47441,,387.112,162.045,131.554
77.5958,-1.69912,3.11227,275.627,140.689,-1.59098,1.80351,392.218,141.459,-1.45349,0.811944,344.312,356.638,538.488,1158.95,1.30877,,317.821,166.985,129.291
109.988,-1.96597,2.03625,434.648,150.279,0.51243,5.91376,239.84,102.41,0.632491,3.60467,180.907,593.255,822.348,454.049,2.40567,,321.749,168.969,132.113
185.883,-1.48209,1.25241,460.396,74.6221,1.10134,1.61561,215.255,118.718,-1.69609,5.78285,352.632,554.433,795.759,532.311,0.363201,,395.712,163.85,111.48
388.934,1.81886,3.97345,1243.13,300.958,-0.337919,0.0324459,351.997,222.245,1.49643,1.84502,535.535,1155.17,1476.12,1115.14,2.34218,,996.342,177.508,123.386
201.404,-1.36299,3.08797,450.651,216.839,-1.80871,0.386693,699.249,73.6496,-2.77238,0.364515,607.198,538.794,716.717,760.655,2.70128,,573.318,165.156,137.713
236.246,-0.0358851,3.00408,289.737,321.417,0.00178594,0.528565,362.584,150.522,-0.567196,3.65961,214.052,621.084,847.947,718.275,2.47552,,568.325,167.522,122.705
55.8372,-1.60091,1.97024,226.484,172.549,0.352225,4.97535,244.782,83.8113,-1.31491,4.69237,213.432,450.874,618.301,580.243,3.00512,,476.406,174.779,132.497
113.742,0.986033,1.73181,249.163,7.9197,1.69511,1.58175,138.387,66.2982,0.989675,0.528143,153.307,335.093,463.687,534.029,0.150065,,224.602,178.671,114.891
185.565,0.307975,3.2395,260.041,154.306,-0.953763,1.52973,269.643,54.1581,-1.35789,3.05141,160.468,466.482,598.39,389.49,1.70977,,332.749,172.675,114.676
245.359,-1.46642,5.46006,585.503,466.336,-0.450274,1.59854,542.851,285.815,1.52527,4.37763,699.654,805.268,1824.49,678.384,2.42167,,475.512,171.041,127.45
137.554,0.597886,2.06951,227.57,63.5681,-1.9939,4.06432,287.943,224.37,0.149874,2.21085,255.461,479.437,680.771,498.818,1.99481,,399.667,158.928,117.385
103.852,0.972595,0.114255,225.644,171.531,-0.700148,4.31379,271.708,118.484,0.419647,0.783722,179.913,473.79,662.377,437.817,2.08365,,322.297,162.1,125.338
222.546,1.34356,2.6266,481.728,419.183,1.41458,5.64353,924.165,50.2428,1.49739,1.70944,167.81,689.154,847.993,551.687,3.01693,,410.841,156.774,119.402
200.105,1.01447,0.440167,355.025,46.9402,-2.19603,4.26396,249.99,173.155,0.844675,0.160606,268.858,580.862,781.315,579.146,2.45939,,285.118,169.014,123.747
304.269,0.83773,1.83531,455.884,184.153,0.461059,4.25674,267.212,105.843,1.4885,5.35988,274.083,583.908,792.2,713.232,2.42143,,395.191,183.262,120.017
175.079,-0.284969,1.7174,250.201,145.557,-1.55431,5.65579,394.846,94.7193,-1.94709,5.6593,363.715,505.771,700.942,420.226,2.3448,,270.218,171.438,132.642
160.036,-0.104244,5.62812,246.089,230.737,0.804422,3.4925,362.241,427.084,-0.211227,5.79113,452.226,542.962,943.157,1159.04,2.13562,,640.372,186.196,117.675
274.039,0.0117527,2.31325,322.052,124.265,-0.257341,0.027278,208.229,286.614,-0.377185,2.22395,328.349,484.224,689.161,952.877,2.28598,,469.206,169.145,115.817
252.093,0.00434079,4.54207,305.032,108.47,-2.46251,0.289143,659.687,55.5052,-2.73652,0.850039,450.942,694.149,919.739,647.947,2.03026,,220.844,171.733,135.481
105.912,-2.29795,5.52338,559.01,284.978,-1.52087,4.72488,703.5,159.861,-1.60017,4.61973,429.125,391.889,521.348,1212.83,0.798497,,614.203,170.313,119.669
152.408,1.34811,6.07965,358.523,269.342,2.03826,2.39469,1065.61,141.545,-0.590604,5.59657,216.859,581.942,1114.37,621.994,2.59823,,363.896,174.502,138.395
574.966,0.539837,5.15062,683.071,308.4,1.85858,4.89232,1022.17,139.194,0.678381,5.24001,204.846,687.864,825.2,1930.86,0.258296,,439.92,173.001,110.526
196.053,-0.232755,0.449917,274.23,202.826,-1.18522,5.74947,400.45,126.187,0.634209,4.99316,197.123,459.656,723.395,838.541,0.983636,,597.603,186.133,124.995
415.343,-0.903769,5.8648,621.448,130.812,-1.78526,3.95203,427.08,229.307,-1.37107,3.72611,496.149,542.341,843.263,989.741,1.91277,,678.196,173.169,122.51
115.204,-0.00635273,4.73302,182.296,161.643,-1.63918,4.40721,460.911,107.779,-1.36844,3.01813,258.438,421.842,603.888,670.933,0.325812,,586.828,141.278,126.328
219.495,0.509011,4.80804,303.36,266.909,1.78389,1.23104,839.441,219.012,1.70498,2.63449,635.175,709.316,985.284,468.252,2.70618,,366.176,173.926,127.118
618.67,-0.139546,1.64065,647.033,353.817,-0.443188,1.02397,422.211,548.776,-0.396569,4.1964,606.335,465.172,1540.29,2461.26,0.616675,,1282.35,168.515,128.801
422.179,0.00683953,6.10907,455.471,540.163,0.166804,3.29986,574.582,118.791,0.449277,5.69857,184.917,1006.68,1184.75,1121.69,2.80921,,759.542,170.909,130.529
45.8539,1.07395,6.27129,178.889,84.1351,3.11731,4.44054,968.298,184.353,-0.149782,0.923437,219.604,541.965,941.129,424.035,1.83075,,276.872,162.436,116.066
263.771,-1.85125,1.60189,877.636,336.734,-0.882754,5.33352,504.192,115.072,-1.33631,3.79097,263.516,732.528,917.133,392.543,2.55155,,276.935,172.424,121.095
157.821,-0.595714,0.0483557,244.828,94.2199,-1.89003,0.606777,361.345,174.227,-0.841891,6.13051,269.173,380.65,524.757,688.185,0.558421,,299.883,158.425,122.457
204.741,1.62117,2.13777,566.506,173.298,0.188058,4.98098,234.584,65.5394,-1.77399,3.26815,239.657,596.872,974.151,1125.29,2.84322,,640.157,177.054,133.97
98.8872,-1.04291,5.52027,233.601,48.7983,2.57379,2.48355,364.222,149.882,-1.36359,2.43976,339.253,562.759,928.376,508.493,3.03673,,297.603,172.32,132.752
326.84,0.0191782,1.04752,372.274,195.049,-0.299824,5.28043,267.936,111.788,-0.0621679,3.77124,168.115,566.568,784.435,963.576,2.05027,,593.253,178.114,125.371
136.217,-0.821377,2.81961,243.85,214.075,0.0843482,6.01081,321.691,219.125,-0.558825,3.16884,283.249,549.812,802.661,754.473,3.09199,,367.858,159.085,124.87
80.5856,-0.243661,5.23393,181.683,100.952,1.12149,2.16022,241.353,80.4941,0.234876,6.16044,148.365,405.496,550.838,455.815,3.07371,,305.49,161.621,123.161
171.303,-0.601337,2.23795,266.513,121.52,-1.97824,4.4929,478.693,74.1025,2.28706,0.0592546,385.964,495.674,1115.17,506.066,2.25495,,299.323,172.427,114.571
72.8344,0.937178,5.07766,201.199,87.9901,1.57127,3.19725,278.423,102.019,1.20285,3.17187,221.452,376.522,518.612,307.269,1.88041,,257.749,170.243,121.477
170.962,0.570357,3.09457,264.159,136.118,-0.444977,1.42972,229.131,133.696,-0.739617,0.586454,212.448,445.338,666.964,582.666,1.66485,,445.796,173.109,124.754
44.3393,-1.6826,4.81378,282.129,78.8504,3.1933,3.37353,976.446,135.473,2.14289,3.08239,598.957,928.764,1186.02,476.72,1.44026,,280.083,253.719,127
267.603,-0.516687,1.83727,347.677,69.9912,-1.91482,5.82086,291.472,136.259,-1.00124,4.82122,248.56,463.637,700.727,594.699,2.29959,,320.73,168.484,132.25
40.7519,0.261109,6.25317,174.723,139.364,0.504967,5.44917,228.567,159.346,0.407108,0.187145,208.294,355.802,510.924,602.229,0.804003,,288.636,169.563,116.402
205.105,-1.47727,2.68551,502.983,283.563,-0.0436533,0.708007,332.939,114.125,0.50815,0.651444,183.249,655.924,873.407,1395.7,1.97751,,373.557,171.918,129.973
73.8286,-1.34948,0.473243,227.886,155.261,1.19317,2.69613,314.813,253.853,-1.4154,5.40877,567.495,518.592,1030.55,744.455,2.22289,,513.509,169.883,125.16
169.847,-1.99073,6.10272,655.879,92.8894,0.84982,4.26111,207.98,187.742,-0.547941,3.68059,257.442,667.413,903.144,720.247,1.84162,,450.01,170.562,139.084
419.333,-0.828288,2.03682,597.403,95.2889,-1.69118,0.642815,308.675,117.645,-1.73793,0.301954,367.199,463.417,690.994,1080.65,1.39401,,628.704,173.705,126.324
220.206,0.651027,5.48601,322.298,212.318,0.316447,3.00538,283.869,111.69,1.14764,1.13559,235.424,546.252,750.232,499.27,2.48062,,358.221,178.215,133.841
161.599,1.18721,2.73318,386.87,120.588,-1.0824,0.895855,257.369,84.6678,-0.990429,5.92797,173.532,614.672,807.376,888.708,1.83733,,425.071,256.625,115.284
405.537,-0.557841,4.13294,500.345,374.172,-0.371452,0.348935,431.583,83.733,-0.645211,1.32682,156.479,813.845,976.336,820.301,2.49918,,337.202,170.802,118.86
42.5505,1.74715,0.371922,210.694,237.929,-0.301084,1.39677,297.011,113.417,-1.34333,4.00141,265.491,432.141,739.145,667.652,1.02485,,298.537,169.023,128.907
242.608,-0.401073,4.91435,314.663,119.633,-1.72183,5.01253,398.82,52.7345,-2.04365,0.54188,245.049,445.452,638.148,877.569,0.0981793,,358.208,173.688,131.247
87.8457,-0.702162,5.79279,205.665,114.512,-0.155322,0.818693,203.018,69.0293,-1.24867,5.78848,179.73,365.796,511.074,433.664,1.30909,,319.642,173.519,123.888
87.6495,2.20126,6.2045,438.897,116.975,1.24321,0.527115,281.488,111.954,-0.434006,4.51088,182.147,384.366,711.335,452.637,0.605798,,246.222,178.707,134.651
110.142,-1.65996,6.1412,335.247,234.807,-1.59559,2.00276,624.266,160.103,-1.26209,0.0529645,327.438,430.631,621.975,779.575,2.14475,,429.786,149.441,117.924
210.264,1.60945,0.125129,567.06,138.772,2.30291,1.01434,720.389,190.086,-0.0850948,3.43088,222.334,370.037,937.764,721.327,0.889208,,313.595,150.61,114.181
159.493,0.26046,3.59558,227.115,148.429,1.51162,6.10544,392.043,98.4082,1.01976,2.491,204.306,492.901,663.223,463.069,2.50986,,320.588,156.135,134.065
138.689,-0.880754,0.345152,261.124,58.3018,-0.391015,4.66666,147.613,113.062,2.1549,3.27026,509.263,352.655,860.189,436.381,1.96168,,322.756,172.481,122.751
140.128,1.12644,4.0156,297.068,65.4709,-0.565219,1.49929,184.182,227.659,-0.0447685,0.225592,255.976,445.776,709.902,695.472,2.51631,,416.909,176.652,116.581
177.061,-0.860114,5.80532,281.621,287.272,1.19517,4.11372,546.033,352.065,-1.53797,2.27505,867.155,718.426,1594.66,1601.31,1.6916,,635.491,135.84,130.58
135.722,-1.81537,5.57088,457.068,120.296,-1.20564,2.31833,270.305,176.83,-1.67209,5.41911,500.642,426.746,619.783,355.391,3.03063,,318.643,160.557,114.947
240.458,1.0949,0.661354,427.973,168.947,1.94039,3.70208,621.136,124.07,1.96899,2.98102,472.198,542.199,729.125,514.837,3.04072,,330.158,153.295,133.133
119.413,-0.962515,2.6909,243.668,155.792,-0.456073,0.478437,241.474,149.67,-0.690538,2.24422,216.85,419.793,573.826,621.746,2.21247,,364.599,165.184,110.143
153.656,-1.0364,0.693485,297.209,83.2169,-0.727566,5.12582,194.516,282.643,-0.441576,1.40869,335.054,391.303,637.526,817.359,1.85085,,444.371,169.933,125.532
98.6415,-1.89996,0.0553875,377.523,93.1193,0.566041,1.06086,220.079,124.007,0.578407,1.05457,200.316,507.648,721.278,730.499,1.00548,,304.865,169.928,137.856
271.922,-0.288411,4.51585,329.334,583.032,-0.365518,2.50329,645.853,204.652,-0.456957,4.42448,261.647,764.354,1012.55,1337.92,2.01256,,1128.72,167.918,131.168
47.2001,-2.60572,0.233016,359.023,52.6953,3.08594,5.35395,596.957,51.9192,-2.42078,4.27925,318.398,916.8,1270.33,308.633,1.16225,,262.933,160.178,121.088
251.023,1.33251,0.787797,537.777,94.437,1.93455,2.12406,359.272,202.257,1.80794,3.85789,648.304,374.376,717.477,585.184,1.33627,,301.849,173.94,138.878
155.184,1.34918,1.97228,363.983,379.117,-0.213491,4.2147,424.919,94.3886,-0.715999,2.35567,177.182,699.155,898.693,934.414,2.24242,,422.491,174.932,130.694
188.563,-1.81528,0.13111,618.098,145.254,-0.63987,3.30283,238.564,81.0209,-0.857937,3.1871,162.116,540.469,697.544,414.765,3.11147,,414.765,169.159,116.521
134.515,-0.824482,5.06175,237.172,59.797,-0.749987,1.33691,193.72,229.604,-1.02592,5.42046,384.571,384.019,598.219,1036.98,2.55835,,694.233,151.01,131.443
67.109,-0.593349,3.18645,197.037,150.645,1.27704,0.240926,335.397,126.498,1.53599,1.9075,335.676,483.021,701.211,587.491,2.94552,,338.507,180.386,134.698
248.368,0.400466,1.49886,304.342,125.548,2.47439,4.32977,769.437,138.56,0.622066,1.12284,203.353,652.322,831.81,805.166,2.8309,,370.402,143.195,117.111
150.49,0.764997,1.32644,269.933,109.86,2.19671,0.516853,518.575,179.285,0.41535,1.29626,223.911,431.708,612.735,554.514,0.809583,,389.434,184.843,110.098
125.176,-1.71514,4.63415,393.148,125.514,-1.97042,0.803245,491.273,91.0658,-0.80002,2.34729,170.917,411.961,612.307,458.62,2.45228,,226.811,160.059,119.91
83.3705,0.333868,2.55981,186.056,148.474,0.938345,5.3792,270.005,75.4209,0.111684,2.83231,156.335,408.342,575.56,361.103,2.81939,,224.379,163.897,136.679
148.889,1.01584,6.18252,293.335,42.3317,2.84783,6.13357,404.328,208.523,1.5543,5.19954,527.425,394.776,589.932,510.826,0.0489494,,428.97,178.792,112.095
116.243,2.17274,1.59384,541.626,124.548,1.68249,5.01492,388.532,70.5253,2.66867,1.71922,522.773,423.926,572.958,336.09,2.86211,,282.971,161.264,110.504
145.68,1.51665,0.024089,400.869,197.062,-1.04743,2.09396,362.247,171.643,1.28304,4.92831,352.05,738.185,1053.63,560.247,2.06987,,297.747,199.131,113.066
349.61,0.0484743,5.88943,390.325,100.546,1.00888,3.91378,232.847,72.9338,1.77399,1.67189,259.427,514.845,763.642,1098.88,1.97565,,215.288,172.74,135.653
25.1353,-0.476293,1.84576,173.759,171.386,0.69423,0.468625,270.101,142.641,0.855852,4.239,236.62,389.631,625.607,463.123,1.37714,,274.11,171.481,129.329
275.822,-0.160284,5.20113,327.255,198.118,-0.259232,1.23489,263.437,80.7968,0.891629,1.79316,159.663,546.349,728.7,623.954,2.31694,,242.135,170.432,110.655
343,0.573673,0.941699,431.781,84.553,2.54615,4.05937,567.413,166.588,1.25636,3.10013,341.947,615.106,851.941,812.43,3.11767,,476.397,160.092,129.946
67.7867,-1.24959,2.00685,214.789,99.8436,1.08051,3.72461,232.464,177.016,0.0121687,2.08455,219.406,432.42,615.202,495.845,1.71776,,258.957,172.508,129.614
173.681,-0.158894,4.40753,244.634,33.3596,2.17491,1.90681,217.083,78.6416,0.568824,2.98228,153.496,421.258,562.882,281.15,2.50071,,246.568,170.037,123.085
245.152,0.802351,4.6089,378.428,449.134,0.412546,2.91832,517.581,399.482,1.78948,0.805229,1235.51,632.44,1420.76,1236.54,1.69059,,765.571,188.069,125.81
157.036,-1.12112,2.6772,307.127,263.594,-1.23547,0.96458,521.765,71.2782,0.779201,4.88568,146.818,455.225,762.049,919.515,1.71262,,481.429,152.649,112.753
84.1252,0.791166,1.84324,200.173,189.445,-0.534156,0.231959,274.572,70.208,-1.52421,5.13882,210.814,427.387,628.779,666.563,1.61128,,366.147,166.004,126.255
464.492,0.0916293,6.21559,495.633,13.7737,-2.70276,3.53478,201.553,437.153,1.15065,3.79785,771.98,527.282,1319,1280.82,2.68081,,759.873,167.579,135.915
111.375,-0.271775,5.10279,202.34,53.9408,0.922029,0.64896,176.394,144.395,-1.41374,3.61582,342.343,361.246,659.992,585.043,1.82936,,294.3,166.127,135.5
36.2214,-1.49185,4.76525,194.224,95.9047,-0.491532,6.19999,200.967,59.8023,0.856529,5.36441,138.092,359.131,503.485,470.085,1.43474,,239.357,174.84,110.279
231.921,-2.34217,3.94298,1225.87,83.472,-1.22312,0.842005,276.776,94.3397,1.21777,1.52939,212.67,693.376,1241.36,565.246,3.10098,,201.449,142.414,123.166
124.064,1.69165,2.38729,388.051,135.355,1.14745,5.02816,294.362,97.5626,1.21438,2.5557,217.116,440.6,589.539,364.167,2.64088,,332.425,171.366,123.183
330.145,-1.41524,4.89117,741.608,124.643,-1.8097,4.21593,426.125,119.621,-1.67663,4.0699,353.856,393.136,538.301,1007.23,0.675243,,649.402,178.634,125.054
32.0147,3.31263,4.10071,465.84,77.5254,-1.0573,5.37252,214.274,79.4384,-0.517022,0.847464,144.798,581.29,764.381,311.1,1.27181,,206.946,152.698,113.196
148.874,-0.238188,3.22209,223.77,128.716,-1.44674,3.44435,327.524,141.567,-1.62475,2.04977,392.566,375.903,602.441,666,0.222258,,438.442,163.182,121.408
97.147,-1.69449,0.0339091,308.457,183.294,-1.8953,5.37586,643.583,74.3893,-1.82047,1.21949,266.433,342.259,517.623,529.672,0.941232,,423.184,142.914,124.241
87.6529,2.27645,0.128385,462.051,108.861,0.433791,1.7423,209.362,145.806,-0.600065,4.13465,208.156,458.342,793.954,390.157,1.61391,,309.247,165.339,115.977
151.626,1.60672,4.2855,426.278,67.7645,2.75194,1.16532,560.918,121.705,1.75756,0.596392,383.427,415.187,592.867,519.463,3.12018,,282.83,164.544,122.489
107.159,-2.61223,4.53464,753.659,100.829,-0.848689,6.25472,205.525,137.366,-0.854182,6.01449,228.685,474.348,657.816,669.305,1.72008,,258.38,170.183,126.365
60.8938,2.3052,1.11028,351.677,91.2455,0.36091,4.88362,197.226,79.9413,-0.0621273,2.64413,160.01,430.596,626.326,398.19,2.50984,,223.388,169.193,138.521
187.131,0.101183,2.34915,256.142,130.915,1.27104,5.5394,316.61,263.305,0.427444,5.22977,319.466,519.714,794.099,563.904,3.09294,,401.808,173.871,138.822
61.899,-1.44696,0.816061,225.474,47.2778,-2.00351,5.60405,238.396,77.6054,-1.0278,1.7945,180.059,347.623,499.692,346.917,1.4952,,236.131,177.671,132.121
124.886,-2.00246,5.09748,488.968,237.794,-1.55533,5.10719,614.611,58.332,-1.87312,4.42631,228.371,319.298,468.66,729.388,0.00970941,,582.721,131.481,119.988
47.2236,-1.88417,2.89411,235.367,453.543,1.01441,5.29752,727.792,113.038,-0.49079,4.39882,173.997,773.482,963.458,1072.86,2.40341,,529.325,173.565,119.013
143.707,1.72623,0.849405,451.33,463.49,1.16757,0.90971,835.263,119.516,1.53027,1.14054,309.522,394.072,513.332,1143.26,0.0603044,,767.31,173.706,110.867
105.308,-0.371503,2.02002,202.545,67.2854,-1.85307,0.337709,277.042,77.3856,1.8911,4.35455,286.534,392.143,764.76,368.926,1.68231,,202.995,168.323,115.46
116.726,-1.11127,6.00822,260.82,230.484,0.574332,3.16437,311.768,107.172,1.20853,1.18527,226.523,558.759,779.478,555.81,2.84385,,323.107,171.473,114.528
176.266,-1.15984,4.90951,375.226,63.6104,-2.28362,2.75436,354.132,120.459,-1.9196,5.82095,438.486,439.365,621.565,978.47,2.15515,,298.656,213.268,127.659
176.399,-0.240984,0.888451,245.329,66.4242,-2.44639,5.14023,410.138,196.748,0.957952,3.8853,314.647,474.494,946.515,476.59,2.03141,,327.438,165.008,111.731
265.14,0.893678,5.34741,394.995,272.273,-0.0498516,2.78913,319.571,240.514,0.576904,1.30172,313.156,648.878,938.176,697.318,2.55829,,462.8,113.769,136.874
185.779,-0.131531,3.77898,254.343,239.568,-0.816375,2.17744,358.802,72.0038,-0.592699,4.51128,156.601,477.439,647.529,801.695,1.60154,,242.261,171.976,131.509
77.9617,-1.4063,5.65626,279.892,58.9479,1.36006,2.82709,216.336,88.6338,-0.171341,0.927807,153.273,493.61,642.675,445.833,2.82917,,324.369,223.393,124.112
213.15,-0.980845,1.55707,369.343,56.0755,-1.57572,4.85669,215.044,86.4247,-1.04053,3.59939,191.8,420.329,593.614,779.389,2.98357,,399.905,176.997,133.631
35.9582,-1.38042,4.96569,188.978,170.493,-1.58344,2.74749,461.66,100.383,0.131486,5.94254,158.6,429.363,669.388,479.601,2.2182,,351.379,173.015,122.074
142.732,2.07021,5.92842,596.445,186.019,0.741623,4.93085,294.81,122.059,1.64397,4.19031,350.518,458.054,626.139,921.979,0.997568,,344.431,159.631,124.504
77.8318,-1.02946,4.18401,209.543,169.276,-1.25042,5.33731,362.617,63.0856,0.267888,1.09716,128.993,384.397,582.914,754.936,1.1533,,244.528,169.756,111.206
222.546,-0.05397,4.38438,271.072,49.6133,0.302146,3.87561,191.718,265.465,1.86413,1.23893,886.494,378.009,1056.63,660.949,0.508769,,585.706,154.302,131.121
89.5953,-1.40372,2.97606,239.12,191.827,-1.96175,0.192465,713.423,169.728,-0.419867,3.7638,223.226,434.937,737.935,493.046,2.78359,,387.254,140.696,125.053
80.3268,-0.021859,4.41191,186.628,132.295,-1.60567,1.12398,383.399,129.181,0.411857,4.90758,191.339,469.999,707.023,502.298,2.99525,,466.723,168.447,130.109
195.022,-1.18973,3.59788,386.916,370.737,0.790793,2.10478,550.597,220.527,-1.38529,5.80724,485.737,831.31,1355.11,823.443,1.49309,,384.287,164.7,129.322
289.676,0.916212,2.52192,451.423,408.516,0.604135,5.15194,515.264,277.173,0.388946,1.88916,325.614,754.626,1089.08,1217.76,2.63001,,616.766,165.46,130.306
281.424,0.393269,1.58763,338.459,106.459,0.611796,4.67072,215.781,51.3894,2.22395,5.8398,269.924,492.994,692.896,603.176,3.08309,,248.752,149.873,122.952
107.178,-1.11018,4.00659,252.03,162.295,-0.411253,1.66141,243.773,148.153,-0.0889463,1.67654,193.454,432.072,601.629,436.798,2.34517,,343.819,176.104,123.698
35.2852,-1.30278,1.40789,183.292,109.473,-0.233921,4.91565,203.517,179.382,-2.11689,1.9181,766.472,369.074,804.469,487.951,2.77543,,446.207,169.518,128.017
51.6063,-1.3204,2.45988,200.036,88.4043,-1.90416,2.7492,350.666,149.228,0.450081,2.42866,203.792,373.778,625.257,880.9,0.28932,,435.094,171.166,120.16
82.0365,2.10168,2.50797,378.324,119.014,1.42505,5.78271,307.806,216.531,1.68801,4.35781,616.101,389.295,612.041,567.596,3.00845,,415.25,164.806,113.303
270.309,-0.756861,1.36149,388.73,30.4603,2.81279,0.246704,301.317,169.675,-0.359346,4.33166,217.818,627.797,899.703,514.857,1.11479,,326.922,166.011,121.551
